Time,wfv_1,wfv_2,wfv_3,Hour,Day,Month
2022-03-26 16:00:00,24.45319799,20.77734104,21.32334369,16,26,3
2022-03-26 16:15:00,24.45460058,20.61881722,21.32485819,16,26,3
2022-03-26 16:30:00,24.45600312,20.78041274,21.32637263,16,26,3
2022-03-26 16:45:00,24.45740561,20.7819485,21.32788702,16,26,3
2022-03-26 17:00:00,24.45740561,20.7834842,21.32940135,17,26,3
2022-03-26 17:15:00,24.45880806,20.7834842,21.32940135,17,26,3
2022-03-26 17:30:00,24.46021046,20.78501984,21.33091562,17,26,3
2022-03-26 17:45:00,24.20420418,20.78655542,21.33242983,17,26,3
2022-03-26 18:00:00,24.2070259,20.78809093,21.33394398,18,26,3
2022-03-26 18:15:00,24.46301512,20.78962639,21.33545807,18,26,3
2022-03-26 18:30:00,24.20843668,20.78962639,21.33697211,18,26,3
2022-03-26 18:45:00,24.36333565,20.59876297,21.33697211,18,26,3
2022-03-26 19:00:00,24.36614674,20.79116178,21.49863767,19,26,3
2022-03-26 19:15:00,24.36614674,20.51844127,21.33848608,19,26,3
2022-03-26 19:30:00,24.21125811,20.60030597,21.33848608,19,26,3
2022-03-26 19:45:00,24.36895764,20.60030597,21.34,19,26,3
2022-03-26 20:00:00,24.42934691,20.60184892,21.41864342,20,26,3
2022-03-26 20:15:00,24.43075029,20.60184892,21.41864342,20,26,3
2022-03-26 20:30:00,24.43075029,20.6033918,21.30819544,20,26,3
2022-03-26 20:45:00,24.43215362,20.6033918,21.42015425,20,26,3
2022-03-26 21:00:00,24.43215362,20.6033918,21.14574138,21,26,3
2022-03-26 21:15:00,24.43215362,20.6033918,21.14574138,21,26,3
2022-03-26 21:30:00,24.17597664,20.6033918,21.30819544,21,26,3
2022-03-26 21:45:00,24.43215362,20.68353664,21.14574138,21,26,3
2022-03-26 22:00:00,24.17738846,20.6033918,21.30819544,22,26,3
2022-03-26 22:15:00,24.17738846,20.68353664,21.30819544,22,26,3
2022-03-26 22:30:00,24.17738846,20.68353664,21.30819544,22,26,3
2022-03-26 22:45:00,24.17738846,20.68353664,21.38690252,22,26,3
2022-03-26 23:00:00,24.17738846,20.41004999,21.3066803,23,26,3
2022-03-26 23:15:00,24.24087173,20.40849932,21.38539041,23,26,3
2022-03-26 23:30:00,24.17597664,20.40849932,21.38539041,23,26,3
2022-03-26 23:45:00,24.23805228,20.40849932,21.38539041,23,26,3
2022-03-27 00:00:00,24.23805228,20.40694859,21.38539041,0,27,3
2022-03-27 00:15:00,24.23805228,20.40694859,21.38387825,0,27,3
2022-03-27 00:30:00,24.23805228,20.48905104,21.38387825,0,27,3
2022-03-27 00:45:00,24.23805228,20.40694859,21.38387825,0,27,3
2022-03-27 01:00:00,24.23805228,20.48750357,21.10768732,1,27,3
2022-03-27 01:15:00,23.97926957,20.48750357,21.18831795,1,27,3
2022-03-27 01:30:00,24.30003661,20.48750357,21.10768732,1,27,3
2022-03-27 01:45:00,24.04163635,20.48595603,21.18679815,1,27,3
2022-03-27 02:00:00,24.04163635,20.48595603,21.18679815,2,27,3
2022-03-27 02:15:00,24.04163635,20.48595603,21.18679815,2,27,3
2022-03-27 02:30:00,24.04163635,20.48440842,21.18679815,2,27,3
2022-03-27 02:45:00,24.04021996,20.48440842,21.18679815,2,27,3
2022-03-27 03:00:00,24.04021996,20.48440842,21.1852783,3,27,3
2022-03-27 03:15:00,24.19573791,20.48440842,21.1852783,3,27,3
2022-03-27 03:30:00,24.04021996,20.28890873,21.18375839,3,27,3
2022-03-27 03:45:00,24.03880351,20.45034537,21.26271556,3,27,3
2022-03-27 04:00:00,24.03880351,20.28890873,21.26119865,4,27,3
2022-03-27 04:15:00,24.03880351,20.28890873,20.98719172,4,27,3
2022-03-27 04:30:00,24.25496614,20.28890873,20.98566407,4,27,3
2022-03-27 04:45:00,24.03738702,20.44879633,20.98413635,4,27,3
2022-03-27 05:00:00,24.10108189,20.28735314,20.98413635,5,27,3
2022-03-27 05:15:00,24.03597048,20.28579749,20.98413635,5,27,3
2022-03-27 05:30:00,24.0996675,20.28579749,20.98260858,5,27,3
2022-03-27 05:45:00,24.25355691,20.44569806,21.14574138,5,27,3
2022-03-27 06:00:00,23.99486997,20.36660751,20.98108075,6,27,3
2022-03-27 06:15:00,24.09825306,20.36505508,20.97955285,6,27,3
2022-03-27 06:30:00,23.99486997,20.52462583,20.97955285,6,27,3
2022-03-27 06:45:00,24.09683857,20.52307978,20.97955285,6,27,3
2022-03-27 07:00:00,23.99345199,20.52307978,21.06044866,7,27,3
2022-03-27 07:15:00,23.83433359,20.36350258,21.21870141,7,27,3
2022-03-27 07:30:00,23.83433359,20.36350258,21.05892388,7,27,3
2022-03-27 07:45:00,23.83433359,20.24844283,21.2171828,7,27,3
2022-03-27 08:00:00,24.05438177,20.36195003,21.2171828,8,27,3
